iter	Logloss
0	0.5035807937
1	0.3693778529
2	0.2887415816
3	0.2312557307
4	0.1887929499
5	0.1608344075
6	0.1436249002
7	0.1293745544
8	0.116892906
9	0.1075351611
10	0.09977132458
11	0.09271599326
12	0.08800859929
13	0.08390877556
14	0.08037878394
15	0.07760511183
16	0.07503939811
17	0.07253306938
18	0.07063210538
19	0.068797139
20	0.06760953623
21	0.06617937306
22	0.06472868864
23	0.06358414695
24	0.06251890817
25	0.06153624404
26	0.0608009794
27	0.05992506757
28	0.05909020046
29	0.05839463428
30	0.05760625931
31	0.05691806004
32	0.056401454
33	0.05591113188
34	0.05537450337
35	0.05488617201
36	0.05431494249
37	0.05380797454
38	0.05346521633
39	0.05275711399
40	0.05225069255
41	0.05186259996
42	0.05145997732
43	0.0511555588
44	0.05087323749
45	0.0503149614
46	0.0501015452
47	0.04989420293
48	0.04946272471
49	0.04906242129
50	0.04877641401
51	0.04845484938
52	0.04812507419
53	0.0478456917
54	0.04754395446
55	0.04727589084
56	0.04703225
57	0.04663869486
58	0.0464485309
59	0.04622484506
60	0.04592907469
61	0.0457320959
62	0.04541903138
63	0.04515172024
64	0.04494753903
65	0.04477909691
66	0.04462036491
67	0.04444482648
68	0.04420502903
69	0.04402589704
70	0.04394491123
71	0.04371455479
72	0.04351284796
73	0.04326233269
74	0.04305881609
75	0.0428178213
76	0.04266182308
77	0.04246957103
78	0.04226307331
79	0.04202618282
80	0.0418202717
81	0.04162081675
82	0.04151019303
83	0.04132905125
84	0.04114233542
85	0.04098190694
86	0.04080319947
87	0.04068827875
88	0.04052330363
89	0.04041879368
90	0.04027138669
91	0.04008940744
92	0.03998237574
93	0.03986566044
94	0.03973019691
95	0.0396154237
96	0.03946010095
97	0.03931100218
98	0.03921029394
99	0.03909214201
100	0.03900733491
101	0.03888399019
102	0.03875605048
103	0.03862272376
104	0.03854961896
105	0.03845086425
106	0.03831859194
107	0.03821612976
108	0.0380722899
109	0.03798821275
110	0.03785340008
111	0.03773567007
112	0.03761175656
113	0.0374829361
114	0.0373092576
115	0.03721719988
116	0.0370954143
117	0.0369902275
118	0.03692725476
119	0.03681570415
120	0.03670003279
121	0.03661523716
122	0.03655982682
123	0.03636962648
124	0.03627712742
125	0.03615306896
126	0.03605892656
127	0.03597191734
128	0.03585611732
129	0.03571754574
130	0.03559978232
131	0.0355090655
132	0.03542658557
133	0.03531640248
134	0.03522649164
135	0.03505761399
136	0.03490915201
137	0.03483389764
138	0.03470780734
139	0.03458407293
140	0.03453230212
141	0.03439999984
142	0.03433313992
143	0.03421543095
144	0.03415107108
145	0.03402885964
146	0.03394441311
147	0.03386996728
148	0.03373373055
149	0.03362424537
150	0.03353927097
151	0.03341293366
152	0.03329086607
153	0.03322789615
154	0.03309578366
155	0.03300524997
156	0.03290480455
157	0.03284945171
158	0.03278006584
159	0.03264501168
160	0.03258859224
161	0.0325376314
162	0.03245667321
163	0.03241234726
164	0.03235215836
165	0.03224853214
166	0.03214409571
167	0.03207531087
168	0.03197532911
169	0.0319180694
170	0.031854002
171	0.03181287555
172	0.03172087897
173	0.03163565417
174	0.03153512781
175	0.03144582071
176	0.03141633819
177	0.0312892974
178	0.03117316454
179	0.031118066
180	0.03101496311
181	0.03091652415
182	0.03081397294
183	0.03069070182
184	0.03059939165
185	0.03055635932
186	0.0304167814
187	0.03035594193
188	0.0302813871
189	0.03017856974
190	0.03011575569
191	0.02999895828
192	0.02994293819
193	0.02989518248
194	0.02980844703
195	0.0297199825
196	0.02965490869
197	0.02961047895
198	0.02954342845
199	0.02949802542
200	0.02940761694
201	0.02935946329
202	0.02931849099
203	0.02925887961
204	0.02918259325
205	0.02909515157
206	0.02899053722
207	0.02891931225
208	0.02887530294
209	0.02878533736
210	0.02873103852
211	0.02869942306
212	0.02865043408
213	0.02861795248
214	0.02852360351
215	0.02845539707
216	0.02840672292
217	0.02830752351
218	0.02824718704
219	0.02819416545
220	0.02814634922
221	0.02805625237
222	0.02800343212
223	0.02794092225
224	0.02788501503
225	0.02782828284
226	0.0277945273
227	0.02772110634
228	0.0276797683
229	0.02762874091
230	0.02756532952
231	0.02751752787
232	0.02749086257
233	0.02746381996
234	0.02738245643
235	0.0273619049
236	0.02731473518
237	0.02723370401
238	0.02718128748
239	0.02708058867
240	0.02703034807
241	0.02698620446
242	0.02694798189
243	0.02689552349
244	0.02679959825
245	0.02673590752
246	0.02671774158
247	0.02663558248
248	0.02659483167
249	0.02653807532
250	0.02649289152
251	0.02647071567
252	0.02643330274
253	0.0263875339
254	0.0263279688
255	0.02626371717
256	0.0262095265
257	0.02616065952
258	0.02608009673
259	0.02603926192
260	0.02599187338
261	0.02596780387
262	0.02591314228
263	0.02586435497
264	0.02580177468
265	0.02571244994
266	0.02563559747
267	0.02557975736
268	0.02551843037
269	0.02544131424
270	0.02541242091
271	0.02538049505
272	0.02533640676
273	0.02525864964
274	0.02517908443
275	0.02513133194
276	0.02503870181
277	0.02500046962
278	0.0249680958
279	0.02490533278
280	0.02486270251
281	0.024824163
282	0.02480668282
283	0.02477929292
284	0.02473660026
285	0.02465770482
286	0.0246173211
287	0.0245483556
288	0.02451675433
289	0.02449661133
290	0.02443429781
291	0.02437695987
292	0.02432707534
293	0.02426854125
294	0.02421638155
295	0.02414783854
296	0.02412166505
297	0.02407004341
298	0.02400568228
299	0.02395020605
300	0.02389708679
301	0.0238536058
302	0.02378327401
303	0.02375757229
304	0.02371926572
305	0.02369841942
306	0.02365461199
307	0.02363181188
308	0.02360344247
309	0.02353571585
310	0.02346590366
311	0.02343438605
312	0.02340549391
313	0.02337773994
314	0.0233234326
315	0.02329118621
316	0.02326738427
317	0.023223166
318	0.02317927561
319	0.02314355478
320	0.02309765636
321	0.02300246654
322	0.02297171369
323	0.02294207235
324	0.02287291802
325	0.02280740782
326	0.02277693154
327	0.02273023855
328	0.02265921571
329	0.02260689664
330	0.02253953065
331	0.02248929722
332	0.02244856209
333	0.02241737494
334	0.02235361629
335	0.02232607548
336	0.02229748482
337	0.02225258211
338	0.022233508
339	0.02219104157
340	0.02214938238
341	0.02210501461
342	0.02205934791
343	0.02204823114
344	0.02199740147
345	0.02197583874
346	0.02193759532
347	0.02188467632
348	0.02185707726
349	0.02179655794
350	0.02177382014
351	0.02174252414
352	0.02167300367
353	0.02161734606
354	0.02159035058
355	0.02155767424
356	0.02153621837
357	0.02146622506
358	0.02143411705
359	0.02139270346
360	0.02133838739
361	0.02126818447
362	0.02122019818
363	0.02116981347
364	0.02111622202
365	0.0210583175
366	0.02100930097
367	0.02098646088
368	0.02096046189
369	0.02091131149
370	0.02090092695
371	0.02086886269
372	0.02084471009
373	0.02078176283
374	0.02074886233
375	0.02070757052
376	0.02067717379
377	0.02061313754
378	0.02057965504
379	0.02054695789
380	0.02052329555
381	0.02045836545
382	0.0204379929
383	0.02042837884
384	0.02038375241
385	0.0203368657
386	0.02030835054
387	0.02027833777
388	0.02023411061
389	0.02019219049
390	0.02015465862
391	0.0201025981
392	0.02007613613
393	0.02005358836
394	0.02001364326
395	0.01994996278
396	0.01990148141
397	0.01985192757
398	0.01980423694
399	0.01976054732
